line_id,order_id,sale_date,customer_id,city,sales_channel,customer_segment,payment_method,product_id,product_name,category,brand,promo_campaign,discount_pct,quantity,unit_price_rub,unit_cost_rub,returned
L001299,ORD000130,2025-10-23,C01897,Новосибирск,Сайт,Новый,Карта,P020,Телевизоры LG Model 20,Телевизоры,LG,Без акции,0.0165,1,66863.87,49375.91,0
L001300,ORD002540,2025-01-03,C00073,Новосибирск,Сайт,Регулярный,СБП,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Без акции,0.0,1,168435.37,108879.54,0
L001301,ORD000668,2025-11-05,C02387,Самара,Маркетплейс,VIP,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Без акции,0.0369,1,63350.29,42410.03,0
L001302,ORD004017,2025-09-12,C00768,Москва,Сайт,Новый,Карта,P025,Телевизоры LG Model 25,Телевизоры,LG,Back-to-school,0.1108,1,164668.15,109910.21,0
L001303,ORD004683,2025-06-19,C01832,Москва,Магазин,Новый,Карта,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Без акции,0.03,1,1704.05,1242.73,0
L001304,ORD001438,2025-04-11,C00510,Самара,Маркетплейс,VIP,Карта,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0272,2,22453.53,16021.42,0
L001305,ORD005307,2025-09-19,C01284,Санкт-Петербург,Магазин,Регулярный,Карта,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0558,1,41417.82,27683.98,0
L001306,ORD001813,2025-03-21,C00030,Казань,Магазин,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0708,1,44601.57,32208.54,0
L001307,ORD001081,2025-12-16,C02228,Москва,Сайт,Новый,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Новый год,0.1233,1,148818.57,105897.68,0
L001308,ORD005712,2025-06-08,C00883,Самара,Сайт,Регулярный,Карта,P036,Бытовая техника Haier Model 36,Бытовая техника,Haier,Weekend,0.09,1,102123.51,76868.26,0
L001309,ORD000635,2025-11-01,C00922,Казань,Магазин,Новый,Карта,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0233,1,172654.59,133408.31,0
L001310,ORD000374,2025-12-13,C01310,Екатеринбург,Магазин,Регулярный,Карта,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Новый год,0.1699,1,71273.28,48933.3,0
L001311,ORD005821,2025-06-05,C02188,Москва,Магазин,Новый,СБП,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.1016,1,90348.76,68661.73,0
L001312,ORD002700,2025-02-28,C01304,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.0336,2,89778.8,71644.39,0
L001313,ORD001102,2025-12-05,C00581,Казань,Сайт,VIP,Карта,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Weekend,0.0932,2,18188.34,12007.21,0
L001314,ORD005885,2025-11-18,C01450,Екатеринбург,Магазин,Регулярный,Карта,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Weekend,0.0624,1,22390.06,17623.25,0
L001315,ORD004852,2025-06-08,C00718,Москва,Сайт,Регулярный,Рассрочка,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0271,2,179353.61,137883.17,0
L001316,ORD001394,2025-07-08,C00398,Екатеринбург,Сайт,VIP,СБП,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Weekend,0.0957,1,1706.44,1462.73,0
L001317,ORD001164,2025-09-14,C01981,Новосибирск,Магазин,Регулярный,Карта,P020,Телевизоры LG Model 20,Телевизоры,LG,Без акции,0.0166,1,65365.6,49174.43,0
L001318,ORD002717,2025-05-07,C00902,Казань,Магазин,Регулярный,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Без акции,0.0354,1,61616.98,40339.29,0
L001319,ORD000704,2025-08-27,C01498,Москва,Маркетплейс,Новый,Карта,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Back-to-school,0.169,1,171197.73,100975.16,0
L001320,ORD004045,2025-12-03,C02318,Новосибирск,Сайт,Регулярный,Карта,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0285,1,21745.21,16351.92,0
L001321,ORD005268,2025-01-06,C00040,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Без акции,0.0176,1,7055.72,4488.12,1
L001322,ORD004558,2025-05-28,C00471,Екатеринбург,Магазин,Новый,Наличные,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Без акции,0.0751,1,8171.47,5073.06,0
L001323,ORD005407,2025-03-31,C02277,Санкт-Петербург,Сайт,Регулярный,Карта,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Без акции,0.094,1,32398.28,22155.13,0
L001324,ORD003626,2025-04-18,C01150,Москва,Магазин,VIP,СБП,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0157,1,16886.6,13435.24,0
L001325,ORD002637,2025-01-11,C00172,Екатеринбург,Магазин,VIP,Наличные,P003,Смартфоны Xiaomi Model 03,Смартфоны,Xiaomi,Weekend,0.1246,1,86305.37,54082.82,1
L001326,ORD001756,2025-07-29,C00186,Санкт-Петербург,Магазин,VIP,Карта,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0295,1,42518.24,34563.82,0
L001327,ORD000167,2025-06-03,C00547,Москва,Магазин,Новый,Карта,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Weekend,0.0828,1,7213.67,4265.82,0
L001328,ORD001044,2025-12-27,C01960,Самара,Маркетплейс,Новый,Рассрочка,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Новый год,0.1452,1,1836.33,1412.0,0
L001329,ORD001676,2025-07-30,C02216,Москва,Магазин,Регулярный,Карта,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Weekend,0.0784,2,13904.07,10004.15,0
L001330,ORD002665,2025-01-01,C00081,Санкт-Петербург,Сайт,Регулярный,Карта,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Без акции,0.0696,1,65266.41,48559.87,0
L001331,ORD005421,2025-06-26,C01005,Москва,Магазин,Регулярный,Наличные,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0228,1,8311.99,5054.44,0
L001332,ORD005716,2025-10-27,C01942,Санкт-Петербург,Магазин,Новый,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Weekend,0.0379,2,17728.82,13457.69,0
L001333,ORD003584,2025-05-17,C02373,Москва,Магазин,Новый,Карта,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Без акции,0.0314,1,1870.02,1541.35,0
L001334,ORD000540,2025-01-14,C02293,Новосибирск,Магазин,Регулярный,Наличные,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Без акции,0.0539,1,124903.53,85293.86,0
L001335,ORD005174,2025-04-30,C01227,Санкт-Петербург,Сайт,Регулярный,Карта,P041,Аудио Philips Model 41,Аудио,Philips,Weekend,0.0738,2,3251.28,2135.54,0
L001336,ORD004445,2025-04-06,C01150,Новосибирск,Магазин,VIP,СБП,P038,Аудио Sony Model 38,Аудио,Sony,Weekend,0.0585,3,17511.81,13435.53,0
L001337,ORD004760,2025-01-11,C01384,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0449,1,92042.72,56546.92,0
L001338,ORD004392,2025-06-26,C01652,Екатеринбург,Магазин,VIP,СБП,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Без акции,0.045,1,3365.05,2438.99,0
L001339,ORD003171,2025-08-28,C01409,Москва,Сайт,Регулярный,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Back-to-school,0.1385,1,124515.44,97821.39,0
L001340,ORD001522,2025-05-22,C01319,Самара,Магазин,Регулярный,Рассрочка,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0183,3,8408.24,4828.09,0
L001341,ORD000810,2025-06-19,C00291,Казань,Сайт,Регулярный,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0444,1,25860.9,19419.49,0
L001342,ORD000398,2025-05-10,C01580,Екатеринбург,Магазин,Регулярный,Рассрочка,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0444,1,26723.35,19483.87,0
L001343,ORD004299,2025-04-28,C02288,Казань,Сайт,Регулярный,СБП,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0601,1,65420.14,52450.04,0
L001344,ORD005092,2025-11-23,C01647,Москва,Сайт,Новый,Рассрочка,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Black Friday,0.1806,1,61838.05,42517.61,0
L001345,ORD001844,2025-06-24,C01223,Москва,Сайт,Регулярный,Карта,P025,Телевизоры LG Model 25,Телевизоры,LG,Без акции,0.0528,1,160551.78,111655.3,0
L001346,ORD004258,2025-05-18,C02306,Екатеринбург,Сайт,Новый,Карта,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0431,1,9004.13,4933.79,0
L001347,ORD002100,2025-04-20,C01222,Москва,Магазин,Регулярный,СБП,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0494,1,23265.57,15412.37,0
L001348,ORD000427,2025-09-30,C00532,Новосибирск,Магазин,Новый,Карта,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Без акции,0.065,1,1822.22,1430.86,0
L001349,ORD003867,2025-03-15,C00454,Москва,Сайт,Регулярный,СБП,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0385,2,8146.58,5231.68,0
L001350,ORD005636,2025-08-03,C02279,Москва,Сайт,VIP,Карта,P042,Аудио JBL Model 42,Аудио,JBL,Back-to-school,0.0906,1,69264.56,53759.91,0
L001351,ORD002661,2025-01-12,C01042,Москва,Сайт,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Weekend,0.0683,1,43701.8,32944.31,0
L001352,ORD002887,2025-06-08,C02381,Москва,Магазин,Регулярный,Карта,P039,Аудио Marshall Model 39,Аудио,Marshall,Weekend,0.0364,2,33627.76,24327.18,0
L001353,ORD002769,2025-09-23,C00584,Самара,Сайт,Новый,СБП,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Back-to-school,0.1137,1,61499.08,41842.19,0
L001354,ORD002780,2025-11-02,C00701,Санкт-Петербург,Сайт,Новый,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Weekend,0.0461,1,18223.56,13066.04,0
L001355,ORD000121,2025-05-05,C00889,Екатеринбург,Сайт,Регулярный,Карта,P020,Телевизоры LG Model 20,Телевизоры,LG,Без акции,0.0253,2,63246.8,48967.37,0
L001356,ORD003810,2025-12-04,C02212,Москва,Сайт,Регулярный,СБП,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Weekend,0.0659,3,118342.52,84064.38,0
L001357,ORD001931,2025-10-16,C02289,Казань,Магазин,Новый,СБП,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0442,1,8185.91,4769.05,0
L001358,ORD000060,2025-12-16,C00240,Казань,Маркетплейс,Регулярный,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Новый год,0.1481,1,43179.12,35771.65,0
L001359,ORD000960,2025-07-25,C00874,Москва,Маркетплейс,Регулярный,СБП,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Weekend,0.0594,1,76474.2,43860.04,0
L001360,ORD002114,2025-09-05,C00308,Екатеринбург,Магазин,VIP,Карта,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Без акции,0.0483,1,22737.3,17540.54,0
L001361,ORD001955,2025-04-19,C00699,Новосибирск,Маркетплейс,Регулярный,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Без акции,0.0178,2,42862.97,35694.99,0
L001362,ORD001658,2025-10-05,C02300,Москва,Магазин,Регулярный,Наличные,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0225,1,44355.59,33899.93,0
L001363,ORD001525,2025-12-07,C01253,Москва,Маркетплейс,Регулярный,Карта,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Без акции,0.0074,1,83587.9,49881.41,0
L001364,ORD003418,2025-07-23,C00821,Москва,Маркетплейс,Регулярный,СБП,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Без акции,0.0411,1,41715.59,32027.25,0
L001365,ORD002336,2025-10-04,C01774,Екатеринбург,Магазин,Регулярный,СБП,P039,Аудио Marshall Model 39,Аудио,Marshall,Без акции,0.0352,1,33541.6,24757.49,0
L001366,ORD002983,2025-08-08,C00832,Новосибирск,Магазин,Регулярный,СБП,P054,Аксессуары Apple Model 54,Аксессуары,Apple,Back-to-school,0.1239,3,2778.34,2023.08,0
L001367,ORD004576,2025-10-03,C00170,Самара,Магазин,Регулярный,Карта,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Без акции,0.0102,1,6974.68,3780.29,0
L001368,ORD004999,2025-11-23,C00481,Екатеринбург,Сайт,Регулярный,Рассрочка,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Black Friday,0.2054,2,94664.63,72830.06,0
L001369,ORD003542,2025-10-11,C01876,Екатеринбург,Магазин,Регулярный,Карта,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Без акции,0.0221,1,101367.88,67239.38,0
L001370,ORD000356,2025-08-15,C02198,Санкт-Петербург,Магазин,Новый,СБП,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0449,1,93672.48,55208.09,0
L001371,ORD002781,2025-03-14,C01022,Самара,Магазин,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0375,1,44051.85,32888.74,0
L001372,ORD004348,2025-06-11,C01278,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0526,1,11787.03,8445.45,0
L001373,ORD003407,2025-07-14,C00105,Новосибирск,Магазин,Регулярный,Наличные,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Без акции,0.0257,1,32926.26,21927.52,0
L001374,ORD001227,2025-04-19,C01929,Москва,Магазин,Регулярный,Рассрочка,P010,Смартфоны realme Model 10,Смартфоны,realme,Weekend,0.0509,1,41785.73,26817.36,0
L001375,ORD003300,2025-08-19,C01482,Санкт-Петербург,Магазин,VIP,Рассрочка,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Back-to-school,0.0957,1,1758.74,1470.11,0
L001376,ORD005444,2025-09-01,C01895,Самара,Магазин,Регулярный,Рассрочка,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Back-to-school,0.1154,2,1781.22,1404.53,0
L001377,ORD003348,2025-09-09,C02115,Екатеринбург,Магазин,Регулярный,Карта,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Без акции,0.0508,1,87712.4,50686.81,0
L001378,ORD003669,2025-08-24,C01639,Самара,Магазин,Регулярный,Карта,P041,Аудио Philips Model 41,Аудио,Philips,Back-to-school,0.0918,1,3130.68,2165.26,0
L001379,ORD005391,2025-09-07,C01681,Санкт-Петербург,Сайт,Регулярный,СБП,P010,Смартфоны realme Model 10,Смартфоны,realme,Back-to-school,0.105,2,40223.81,27050.71,0
L001380,ORD003492,2025-06-05,C00394,Москва,Сайт,Новый,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.0539,1,94393.18,69600.39,0
L001381,ORD001352,2025-06-18,C00367,Москва,Магазин,Регулярный,Наличные,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Без акции,0.0,1,31027.15,20848.61,0
L001382,ORD005822,2025-08-25,C00939,Санкт-Петербург,Сайт,Регулярный,СБП,P049,Аксессуары Apple Model 49,Аксессуары,Apple,Back-to-school,0.0908,3,695.0,501.53,0
L001383,ORD000478,2025-05-21,C00975,Санкт-Петербург,Магазин,Новый,Карта,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Weekend,0.0509,1,17615.63,11714.9,0
L001384,ORD002722,2025-02-04,C01751,Москва,Сайт,Новый,Рассрочка,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Без акции,0.0401,2,6759.68,4315.2,0
L001385,ORD000773,2025-06-22,C00314,Новосибирск,Магазин,Регулярный,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Без акции,0.0108,1,126365.94,93898.03,0
L001386,ORD005045,2025-06-06,C00485,Санкт-Петербург,Магазин,Регулярный,Карта,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Без акции,0.0366,1,44889.2,31688.96,0
L001387,ORD001314,2025-08-14,C00944,Москва,Маркетплейс,Новый,Карта,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Back-to-school,0.1396,1,7522.82,5023.04,0
L001388,ORD005399,2025-04-12,C01117,Казань,Сайт,Регулярный,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.1176,1,93043.28,72093.46,1
L001389,ORD000607,2025-12-21,C00811,Екатеринбург,Маркетплейс,Регулярный,Рассрочка,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Новый год,0.1731,1,20041.45,15473.29,0
L001390,ORD002371,2025-11-07,C01226,Москва,Маркетплейс,Регулярный,Карта,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Weekend,0.1154,2,1666.91,1270.43,0
L001391,ORD003836,2025-05-14,C00462,Москва,Маркетплейс,Новый,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Weekend,0.0909,1,143978.73,104453.16,0
L001392,ORD004400,2025-03-24,C02142,Казань,Сайт,Регулярный,СБП,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Weekend,0.0881,1,71977.97,50424.48,0
L001393,ORD005041,2025-12-02,C00849,Москва,Магазин,Новый,Наличные,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Weekend,0.0456,1,22895.24,16504.06,0
L001394,ORD004032,2025-12-10,C00961,Екатеринбург,Магазин,Регулярный,Карта,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Новый год,0.1039,1,41395.86,31517.53,0
L001395,ORD001556,2025-01-10,C02315,Самара,Магазин,Регулярный,Рассрочка,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.062,1,46477.1,32019.58,0
L001396,ORD004720,2025-12-14,C00669,Санкт-Петербург,Сайт,Регулярный,Карта,P031,Бытовая техника Haier Model 31,Бытовая техника,Haier,Новый год,0.1578,1,10281.66,6877.14,0
L001397,ORD001010,2025-08-24,C02010,Москва,Маркетплейс,Регулярный,Карта,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Back-to-school,0.1241,1,21878.99,15955.89,0
L001398,ORD000446,2025-04-08,C01856,Москва,Сайт,Регулярный,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Без акции,0.0098,1,61564.22,40600.27,0
L001399,ORD003868,2025-03-20,C00511,Москва,Сайт,VIP,СБП,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Без акции,0.0344,1,529.56,401.41,0
L001400,ORD002647,2025-10-31,C00445,Санкт-Петербург,Магазин,Регулярный,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0247,1,146322.43,98500.61,0
L001401,ORD001480,2025-11-15,C02117,Новосибирск,Сайт,Новый,Карта,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0704,2,91826.06,58265.57,0
L001402,ORD000852,2025-10-23,C00702,Москва,Сайт,Регулярный,СБП,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Weekend,0.0877,1,510.48,404.76,0
L001403,ORD004139,2025-12-25,C00482,Санкт-Петербург,Магазин,Регулярный,Рассрочка,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Новый год,0.1138,1,25433.53,17251.75,0
L001404,ORD002931,2025-05-05,C00556,Санкт-Петербург,Сайт,Новый,Рассрочка,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Без акции,0.0543,1,40776.41,31335.35,0
L001405,ORD002236,2025-03-25,C00518,Москва,Сайт,VIP,Карта,P036,Бытовая техника Haier Model 36,Бытовая техника,Haier,Без акции,0.0337,1,93960.33,81592.47,0
L001406,ORD001167,2025-12-01,C01056,Санкт-Петербург,Магазин,Регулярный,Наличные,P009,Смартфоны Honor Model 09,Смартфоны,Honor,Без акции,0.0339,1,114335.46,82188.58,0
L001407,ORD004046,2025-04-08,C01769,Екатеринбург,Сайт,Регулярный,Карта,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Back-to-school,0.1452,1,37409.16,29527.42,0
L001408,ORD003778,2025-12-17,C00179,Новосибирск,Сайт,Регулярный,Карта,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Новый год,0.1257,1,70219.65,43210.15,0
L001409,ORD005324,2025-09-04,C01977,Москва,Магазин,Регулярный,СБП,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Back-to-school,0.1312,1,19438.91,11323.67,0
L001410,ORD002639,2025-11-07,C00905,Санкт-Петербург,Магазин,Регулярный,СБП,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Weekend,0.0723,2,72683.97,48574.78,0
L001411,ORD000462,2025-09-17,C01458,Екатеринбург,Магазин,Новый,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Back-to-school,0.1291,2,58382.41,41069.83,0
L001412,ORD005975,2025-11-05,C00283,Самара,Маркетплейс,Регулярный,Карта,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Weekend,0.0861,1,25186.02,16519.82,0
L001413,ORD004000,2025-09-13,C01855,Москва,Сайт,Новый,СБП,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Back-to-school,0.1316,1,66331.58,53194.71,0
L001414,ORD003270,2025-10-31,C00244,Новосибирск,Магазин,Регулярный,СБП,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0293,1,71543.38,44304.19,0
L001415,ORD000158,2025-03-29,C00939,Самара,Магазин,Регулярный,Карта,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Без акции,0.0227,1,1716.99,1331.56,0
L001416,ORD001012,2025-03-22,C01366,Москва,Сайт,VIP,СБП,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0515,3,39850.36,28057.46,0
L001417,ORD003436,2025-03-08,C00530,Казань,Маркетплейс,Регулярный,СБП,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Без акции,0.0232,1,526.74,432.79,0
L001418,ORD000789,2025-08-03,C01610,Москва,Магазин,Регулярный,Рассрочка,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Back-to-school,0.1062,3,1609.03,1293.13,0
L001419,ORD005546,2025-05-07,C01474,Санкт-Петербург,Магазин,Регулярный,СБП,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0865,1,2476.31,1737.45,0
L001420,ORD003983,2025-06-05,C01437,Москва,Магазин,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0203,1,45652.5,33429.24,0
L001421,ORD001397,2025-10-21,C02057,Санкт-Петербург,Сайт,Регулярный,СБП,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Без акции,0.0069,1,70451.89,46968.74,0
L001422,ORD002660,2025-07-19,C00532,Москва,Сайт,Новый,СБП,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Weekend,0.0544,1,8952.26,4983.75,0
L001423,ORD004835,2025-09-29,C00513,Санкт-Петербург,Магазин,Регулярный,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Без акции,0.05,1,62084.23,41188.7,0
L001424,ORD002448,2025-03-14,C01482,Москва,Сайт,VIP,Карта,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Без акции,0.0387,1,6558.36,3977.61,0
L001425,ORD005492,2025-12-03,C01360,Москва,Сайт,Регулярный,Карта,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Без акции,0.072,1,21028.49,15129.5,0
L001426,ORD001551,2025-06-26,C01816,Казань,Сайт,Регулярный,Карта,P040,Аудио Xiaomi Model 40,Аудио,Xiaomi,Без акции,0.0301,1,22605.55,14830.25,0
L001427,ORD004690,2025-02-04,C02118,Санкт-Петербург,Магазин,Новый,СБП,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Weekend,0.0383,1,22386.39,17236.62,0
L001428,ORD002885,2025-01-31,C01655,Казань,Сайт,Новый,СБП,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0463,1,151671.65,99220.59,0
L001429,ORD004379,2025-03-13,C01697,Москва,Магазин,Новый,СБП,P020,Телевизоры LG Model 20,Телевизоры,LG,Без акции,0.0503,1,65612.31,50512.66,0
L001430,ORD002827,2025-10-01,C01263,Новосибирск,Маркетплейс,Новый,Карта,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Weekend,0.121,2,3042.56,2484.0,0
L001431,ORD004313,2025-10-11,C01521,Новосибирск,Сайт,Регулярный,СБП,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0342,1,17885.24,13280.03,0
L001432,ORD003210,2025-07-19,C00368,Санкт-Петербург,Магазин,Регулярный,СБП,P050,Аксессуары Logitech Model 50,Аксессуары,Logitech,Без акции,0.0,1,16212.66,11875.32,0
L001433,ORD001533,2025-11-30,C00858,Казань,Сайт,Регулярный,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Black Friday,0.2371,1,121231.78,95965.69,0
L001434,ORD004888,2025-12-06,C00872,Москва,Магазин,VIP,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0326,1,149697.11,103232.51,0
L001435,ORD003063,2025-11-02,C00415,Москва,Магазин,Регулярный,Карта,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Weekend,0.0539,1,29984.39,20327.94,0
L001436,ORD000158,2025-03-29,C00939,Самара,Магазин,Регулярный,Карта,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Weekend,0.0859,1,120170.09,89731.53,0
L001437,ORD002401,2025-11-19,C00841,Санкт-Петербург,Сайт,Новый,Карта,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Weekend,0.1035,1,23289.34,17103.47,0
L001438,ORD002916,2025-05-01,C00414,Самара,Магазин,Новый,Рассрочка,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0356,1,11190.24,8819.58,0
L001439,ORD005986,2025-07-01,C00673,Самара,Сайт,Регулярный,Карта,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Без акции,0.04,1,41867.3,32902.93,0
L001440,ORD004544,2025-06-14,C00918,Москва,Магазин,Регулярный,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0623,1,26986.76,19879.93,0
L001441,ORD000324,2025-12-05,C02357,Екатеринбург,Сайт,Новый,Карта,P020,Телевизоры LG Model 20,Телевизоры,LG,Weekend,0.0547,1,62272.32,48011.18,0
L001442,ORD005250,2025-04-30,C00470,Москва,Магазин,Регулярный,Карта,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Без акции,0.0,1,17603.35,11544.8,0
L001443,ORD003151,2025-11-27,C02019,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Black Friday,0.2267,1,4636.29,3517.78,0
